stamp,x,y,z,roll,pitch,yaw1.31762e+09,-0.0120814,0.00538821,-0.00203796,-0.000304737,-8.54581e-05,-0.000104416
1.31762e+09,2.14657,0.0519617,-0.00205696,-0.00303289,-0.0033571,0.0120292
1.31762e+09,4.43447,0.119154,0.0207177,-0.00604226,-0.00481952,0.0256966
1.31762e+09,6.85993,0.21542,0.0357004,-0.00548955,0.000660429,0.0380823
1.31762e+09,9.32882,0.33255,0.0484574,-0.00397673,0.00031316,0.0446524
1.31762e+09,11.901,0.470358,0.0582566,-0.00215695,-0.000806838,0.049698
1.31762e+09,14.5358,0.627801,0.0803391,-0.00985404,-0.00469602,0.054248
1.31762e+09,17.2432,0.790945,0.109469,-0.00830332,-0.00122345,0.0580042
1.31762e+09,19.9952,0.955057,0.132542,-0.00798336,-0.000920896,0.0617276
1.31762e+09,22.7976,1.14454,0.13634,-0.00795009,0.00879489,0.0590054
1.31762e+09,25.636,1.32132,0.139532,-0.00628776,0.00364603,0.0551376
1.31762e+09,28.5336,1.47733,0.151521,-0.00773943,0.00529768,0.0530574
1.31762e+09,31.4927,1.63404,0.155903,0.00803275,0.00611973,0.0560402
1.31762e+09,34.4476,1.82159,0.169631,0.002973,0.00251924,0.0603768
1.31762e+09,36.4482,1.95463,0.176694,-0.000920457,0.00642526,0.0633222
1.31762e+09,38.4585,2.09253,0.18298,-0.00251757,0.0116305,0.063752
1.31762e+09,41.435,2.30926,0.166018,-0.00320413,0.0125283,0.0646231
1.31762e+09,43.4313,2.44959,0.169307,-0.00828818,0.0105748,0.0654539
1.31762e+09,46.3959,2.66734,0.17238,-0.0060274,0.0100883,0.0677274
1.31762e+09,49.3353,2.89277,0.175606,-0.0117094,0.00783277,0.068704
1.31762e+09,52.2276,3.09152,0.183381,-0.00385211,0.0105686,0.0691849
1.31762e+09,55.1032,3.29722,0.179271,0.00291287,0.0142849,0.0712123
1.31762e+09,57.9463,3.51286,0.171934,0.00618144,0.0177551,0.0738983
1.31762e+09,60.712,3.75157,0.16014,-0.00356308,0.00727339,0.0771053
1.31762e+09,63.367,3.98442,0.177505,-0.00798514,0.0108195,0.0801472
1.31762e+09,65.888,4.20784,0.182361,-0.0105209,0.0127639,0.0846346
1.31762e+09,68.2937,4.44261,0.171599,-0.0122456,0.0190453,0.0882303
1.31762e+09,70.5333,4.6695,0.175073,-0.015763,0.012397,0.0925773
1.31762e+09,72.6161,4.88665,0.171597,-0.0204187,0.00788142,0.0951033
1.31762e+09,75.1014,5.12831,0.202816,-0.00744005,-0.000952352,0.0962374
1.31762e+09,77.3655,5.33583,0.212941,-0.00953115,0.00725739,0.0788783
1.31762e+09,79.386,5.44619,0.23663,-0.0173466,0.0119196,0.0271993
1.31762e+09,81.623,5.32113,0.241118,-0.0144064,0.0175056,-0.121605
1.31762e+09,83.5908,4.82746,0.228582,-0.0192533,0.0117782,-0.376253
1.31762e+09,85.4282,3.45782,0.240783,-0.0198468,0.00689053,-0.760109
1.31762e+09,86.652,1.54748,0.262726,-0.0192178,-0.000564694,-1.10687
1.31762e+09,87.4124,-0.67201,0.30408,-0.0135613,-0.00713575,-1.33326
1.31762e+09,87.7253,-2.78139,0.318234,-0.00152873,-0.0254579,-1.4437
1.31762e+09,87.9224,-5.19548,0.383167,0.00688209,-0.0162298,-1.5094
1.31762e+09,88.0071,-7.41788,0.422884,0.0126072,-0.018289,-1.53551
1.31762e+09,88.071,-9.92918,0.467037,0.0181274,-0.0171083,-1.54891
1.31762e+09,88.1105,-12.003,0.508705,0.0266876,-0.0162577,-1.54666
1.31762e+09,88.1728,-14.2118,0.547922,0.0281046,-0.0147433,-1.53455
1.31762e+09,88.2907,-16.5811,0.583977,0.024607,-0.010323,-1.5221
1.31762e+09,88.4549,-19.0021,0.632257,0.0163975,-0.0194809,-1.51367
1.31762e+09,88.628,-21.4597,0.696775,0.00852291,-0.0203334,-1.51367
1.31762e+09,88.7858,-23.9291,0.772186,0.0035075,-0.0185628,-1.5129
1.31762e+09,88.9602,-26.3846,0.84504,-0.0044433,-0.0196543,-1.51674
1.31762e+09,89.0947,-28.8366,0.916296,-0.0107358,-0.0138332,-1.53206
1.31762e+09,89.1638,-31.2909,0.984748,-0.0113427,-0.015009,-1.55945
1.31762e+09,89.1432,-33.6985,1.05361,-0.0110046,-0.0132512,-1.59103
1.31762e+09,89.0573,-36.0613,1.11925,-0.0107293,-0.0151988,-1.62275
1.31762e+09,88.8999,-38.3223,1.18216,-0.00797061,-0.0171846,-1.65315
1.31762e+09,88.6715,-40.5502,1.24524,-0.00552244,-0.0155141,-1.67905
1.31762e+09,88.4119,-42.6775,1.30205,0.0030803,-0.0101974,-1.69167
1.31762e+09,88.1649,-44.6896,1.3489,0.00922382,-0.0101757,-1.69319
1.31762e+09,87.9218,-47.1516,1.41822,0.00736081,-0.0135138,-1.66575
1.31762e+09,87.8473,-49.3679,1.48682,0.00444256,-0.0209331,-1.58989
1.31762e+09,88.0853,-51.5206,1.55154,-0.000699915,-0.0195556,-1.44863
1.31762e+09,88.8024,-53.4845,1.60821,-0.0108845,-0.00967983,-1.24778
1.31762e+09,90.1932,-55.4859,1.67581,-0.0114104,-0.0236496,-0.915603
1.31762e+09,92.0846,-56.8938,1.73501,-0.0161792,-0.00853708,-0.576241
1.31762e+09,94.2188,-57.6506,1.76226,-0.0290809,0.0101532,-0.325278
1.31762e+09,96.5231,-58.1787,1.73936,-0.0310786,0.0110306,-0.230398
1.31762e+09,98.6556,-58.6032,1.72208,-0.0403065,-0.000226093,-0.22288
1.31762e+09,100.948,-59.1359,1.73675,-0.0506737,-0.00640382,-0.240864
1.31762e+09,103.431,-59.789,1.75212,-0.0399678,0.00703914,-0.25647
1.31762e+09,105.409,-60.3093,1.76161,-0.0320153,-0.00867581,-0.255483
